34.095273,-117.719706
34.099,-117.713766
34.104321,-117.704888
34.105458,-117.713473
34.105171,-117.704833
34.098962,-117.715782
34.095969,-117.717425
34.097,-117.714731
34.103,-117.706035
34.102711,-117.711338
34.100903,-117.709701
34.103548,-117.712609
34.097193,-117.71096
34.102404,-117.703078
34.101807,-117.711162
34.098431,-117.719506
34.098541,-117.714597
34.099848,-117.716237
34.099819,-117.71009
34.101483,-117.708461
34.096626,-117.71092
34.104994,-117.707242
34.102964,-117.712662
34.09484,-117.717787
34.10183,-117.712623
34.104705,-117.705544
34.104965,-117.712004
34.104266,-117.711475
34.099334,-117.712783
34.096132,-117.716123
34.094468,-117.720856
34.09882,-117.719789
34.102543,-117.705481
34.10387,-117.709701
34.103735,-117.713776
34.103338,-117.704505
34.103013,-117.708377
34.10213,-117.709395
34.106238,-117.707193
34.106138,-117.709575
34.101487,-117.718181
34.09921,-117.716385
34.094482,-117.71989
34.105648,-117.711046
34.102707,-117.710359
34.101949,-117.708068
34.104063,-117.710874
34.103742,-117.709449
34.098125,-117.715163
34.097702,-117.713762
34.096931,-117.718275
34.106063,-117.70906
34.101379,-117.711705
34.103682,-117.704972
34.102588,-117.720019
34.103808,-117.706973
34.102337,-117.71336
34.106816,-117.713009
34.09878,-117.709437
34.097152,-117.709328
34.096762,-117.715526
34.10612,-117.711593
34.102488,-117.712647
34.09686,-117.710126
34.097632,-117.709953
34.094844,-117.711075
34.105908,-117.710426
34.102679,-117.709853
34.099027,-117.707171
34.100114,-117.714267
34.10174,-117.713514
34.103655,-117.711156
34.095183,-117.716524
34.097184,-117.714467
34.096561,-117.717799
34.099905,-117.715352
34.094994,-117.719164
34.095708,-117.717231
34.100386,-117.715263
34.104528,-117.70913
34.098767,-117.712416
34.10193,-117.707737
34.096719,-117.716801
34.096569,-117.71738
34.094772,-117.716932
34.10573,-117.707209
34.095821,-117.716578
34.102401,-117.719713
34.094832,-117.714727
34.106419,-117.713071
34.103084,-117.713775
34.101653,-117.712285
34.10442,-117.706413
34.104462,-117.71179
34.10017,-117.707785
34.100076,-117.71143
34.097108,-117.7126
34.095241,-117.718012
34.098127,-117.712472
34.103829,-117.706434
34.099998,-117.70771
34.099574,-117.714792
34.103536,-117.71041
34.09571,-117.717789
34.100999,-117.710288
34.094966,-117.720065
34.100103,-117.713181
34.103276,-117.705102
34.105101,-117.710052
34.105214,-117.709241
34.106114,-117.708341
34.097007,-117.714204
34.104577,-117.711054
34.100546,-117.711324
34.095236,-117.704359
34.10596,-117.707305
34.106423,-117.710882
34.09567,-117.709404
34.099107,-117.711385
